from_account,to_account,amount,timestamp,is_fraud
806,486,722.99,2024-11-13 12:12:02.214318,False
560,196,81.33,2024-10-25 03:51:57.942674,True
660,79,556.9,2024-12-26 16:58:38.001790,False
215,67,156.96,2025-04-28 05:23:37.032436,False
48,247,669.9,2024-11-21 11:52:57.468265,False
776,705,617.17,2025-08-03 19:14:20.507112,False
346,438,171.48,2024-08-12 00:58:22.190437,True
513,109,588.56,2025-02-19 07:30:23.555515,False
211,964,285.22,2025-06-21 08:28:34.981125,False
517,59,563.7,2024-11-02 08:49:53.614775,False
635,636,311.34,2025-04-10 10:03:32.056377,False
602,659,823.4,2025-04-06 17:20:21.017938,False
39,870,682.57,2025-02-12 14:14:37.935455,False
38,527,747.73,2025-04-01 12:01:19.656814,False
708,675,860.61,2025-02-02 18:58:18.191660,False
252,167,62.85,2025-07-29 17:19:31.808311,False
514,865,973.92,2024-11-01 11:42:53.725978,True
511,488,378.53,2024-08-17 04:53:50.250400,True
196,762,571.62,2025-05-31 04:35:40.013416,True
904,800,768.63,2024-12-24 00:56:48.485818,True
483,413,82.78,2024-11-14 17:16:50.939146,False
631,499,537.2,2024-10-15 14:09:58.206132,False
721,49,826.09,2025-04-24 06:22:07.009580,False
454,361,97.17,2025-02-08 04:43:10.933537,True
43,186,599.04,2024-09-27 20:51:55.515752,False
557,706,569.16,2025-01-29 03:13:11.126818,True
351,369,178.96,2024-12-17 02:03:36.796729,True
76,912,238.12,2025-04-21 07:48:38.660821,False
759,491,711.94,2024-08-07 17:25:19.802712,False
622,556,979.89,2025-02-17 22:33:28.188331,True
657,467,435.92,2025-01-13 07:02:53.485224,False
800,788,129.17,2025-02-08 22:48:15.820266,False
314,181,148.33,2025-04-28 13:33:55.864939,False
431,921,619.93,2024-11-26 13:18:27.166351,False
828,300,426.55,2024-09-24 14:10:34.603549,False
624,691,55.29,2025-08-04 11:27:46.006183,False
887,922,353.84,2024-11-27 22:26:56.318950,False
740,646,756.21,2025-03-09 07:02:29.240112,False
381,289,736.36,2024-11-03 19:15:33.092244,False
429,144,277.62,2025-02-02 21:29:43.702326,False
240,453,460.6,2024-11-08 08:20:48.241167,False
868,73,696.11,2025-08-01 09:50:49.752957,False
364,262,814.38,2025-07-13 04:46:30.505329,True
110,843,925.82,2024-12-03 07:33:55.423072,True
626,4,826.63,2025-01-13 19:43:43.942183,False
509,605,260.95,2025-03-14 09:22:26.526914,False
21,960,818.88,2025-03-04 05:02:37.460433,False
853,572,147.75,2024-11-12 10:54:48.978449,False
73,275,976.63,2025-07-29 01:50:20.808908,True
971,29,268.32,2025-05-29 14:46:14.181503,False
615,493,294.27,2025-05-25 15:32:11.084344,False
713,20,633.71,2024-09-12 12:08:32.307973,False
690,179,891.79,2024-11-10 19:34:13.239808,False
401,136,523.72,2025-01-05 20:15:51.085646,False
544,49,166.45,2025-03-16 15:08:55.369435,False
358,167,209.59,2025-07-25 05:24:14.867118,False
906,938,912.45,2024-12-12 12:20:27.064633,True
648,354,708.07,2025-01-18 16:22:32.862058,False
26,937,283.73,2024-10-30 17:58:24.966910,False
248,256,46.96,2025-03-20 16:37:38.703175,False
341,344,253.68,2025-04-05 00:52:37.466979,True
251,689,658.31,2024-09-13 08:44:25.882764,False
156,497,336.88,2024-12-04 15:51:44.801578,False
594,729,293.91,2025-02-24 06:42:22.119105,False
819,220,251.42,2024-08-15 12:52:54.978346,False
230,895,927.98,2025-02-03 15:42:56.991069,True
674,224,221.5,2024-10-21 00:35:46.177897,True
145,277,613.26,2025-06-07 23:56:38.817015,False
49,906,582.48,2025-07-14 06:58:50.968309,False
413,634,62.62,2024-08-07 10:53:25.395572,False
402,316,714.42,2024-08-10 04:53:24.048636,True
118,17,228.38,2025-06-12 07:46:01.816476,False
905,775,371.03,2024-09-05 21:13:01.114457,False
331,144,9.47,2025-08-04 16:01:07.718365,False
538,535,765.53,2024-11-12 06:00:37.991998,False
443,779,336.9,2025-07-10 06:33:18.523135,False
782,338,548.73,2024-11-09 04:03:16.036184,True
567,821,254.45,2024-11-09 07:22:43.043980,False
927,56,499.85,2025-02-18 18:47:06.562235,False
102,720,589.09,2025-06-18 09:00:13.973092,False
83,587,73.9,2024-08-21 13:51:30.573612,False
97,998,655.79,2025-03-09 04:11:00.650070,True
400,74,358.6,2024-12-29 09:04:43.041922,False
823,635,731.6,2025-05-25 01:52:33.348708,True
766,164,155.01,2025-03-14 10:28:05.591690,False
437,493,253.25,2024-09-28 18:43:45.530002,False
359,380,197.09,2024-08-28 18:20:07.409227,False
497,402,151.47,2024-10-14 21:20:14.403327,False
648,819,155.05,2024-09-25 22:15:31.927754,False
915,599,729.5,2025-06-25 18:10:59.560331,False
566,46,127.33,2025-04-18 10:25:04.226595,False
269,228,968.93,2024-08-22 11:52:36.041638,True
714,461,612.95,2024-11-14 04:01:08.001097,True
230,466,68.66,2025-03-30 10:28:51.534393,False
548,542,108.63,2025-05-11 18:07:55.123669,False
898,906,97.52,2025-03-10 07:56:41.577658,False
1000,602,911.26,2025-03-28 15:43:23.579294,True
723,67,726.41,2024-12-23 17:59:38.713182,False
581,678,618.24,2025-06-24 09:49:14.858724,False
409,150,38.11,2024-12-14 15:45:10.634889,False
430,534,718.13,2025-03-03 18:10:55.999420,False
597,369,236.08,2025-04-18 18:14:58.502591,False
9,771,239.48,2024-12-21 01:35:23.395501,True
184,437,688.45,2024-12-21 22:30:13.974868,False
926,572,398.49,2024-08-31 22:55:26.909682,False
282,17,120.73,2024-11-16 15:26:19.392764,False
566,825,460.51,2024-09-13 06:03:39.564488,False
663,89,429.95,2025-06-01 23:41:26.601770,False
394,49,921.53,2025-07-01 00:38:21.589798,True
959,280,375.47,2024-08-06 11:47:54.394232,False
888,959,255.47,2025-04-07 05:34:31.285167,False
608,185,478.87,2025-06-27 05:49:35.319066,False
245,920,80.39,2025-01-13 04:51:06.336016,True
411,740,466.27,2025-01-17 23:56:41.921551,False
452,47,487.51,2025-07-26 18:47:56.186545,False
749,262,952.6,2024-09-21 11:33:39.632587,False
818,938,364.39,2024-08-18 11:57:37.891611,False
436,724,276.62,2025-03-07 12:59:48.925910,False
810,843,429.73,2024-12-02 19:35:41.296015,False
166,77,947.79,2024-12-22 14:59:15.644388,True
41,913,361.8,2024-08-12 20:11:50.943560,False
137,285,313.46,2025-02-02 00:19:55.780743,True
327,547,541.89,2024-12-24 20:56:50.187536,False
388,370,559.35,2025-04-09 09:10:38.628711,False
587,459,933.59,2024-10-05 04:38:50.200492,True
786,660,273.83,2024-12-28 12:52:30.795676,False
582,592,695.96,2024-10-06 09:55:28.005856,False
919,157,195.1,2025-01-18 13:09:33.704984,False
506,861,321.95,2025-01-17 23:34:37.431062,False
829,730,794.77,2024-10-09 01:53:53.498772,True
922,778,279.14,2025-06-27 07:37:21.374368,False
440,619,616.37,2025-04-28 07:16:48.407557,False
860,8,151.24,2025-03-11 18:30:25.227374,False
724,294,38.29,2025-05-21 07:08:06.418718,False
312,87,492.79,2025-02-26 08:52:28.249224,False
253,961,135.07,2025-05-22 08:48:44.439335,False
87,856,997.34,2025-04-10 07:33:35.238349,True
980,423,22.05,2024-10-21 10:48:44.714318,False
588,583,517.11,2024-12-06 23:48:30.111714,False
124,743,473.78,2025-04-01 09:53:47.087097,False
257,533,95.96,2024-09-05 03:51:58.219876,True
630,761,195.13,2024-10-25 07:27:25.906396,False
680,136,888.46,2024-08-12 01:13:27.387904,True
730,296,819.1,2024-09-18 16:34:22.076679,False
565,989,461.87,2025-06-05 11:43:13.097790,False
754,9,963.42,2025-03-31 21:39:36.611294,True
198,679,236.35,2025-06-08 05:43:47.896537,False
870,816,933.18,2025-01-12 10:28:10.704385,True
187,332,862.36,2024-08-14 07:32:52.029989,False
340,512,974.14,2025-07-12 04:33:15.150634,True
782,128,33.45,2025-05-25 19:36:28.452605,False
180,516,126.99,2025-06-24 07:18:58.774763,False
125,753,429.15,2025-08-01 07:25:45.890088,False
648,335,863.53,2025-04-25 00:13:09.634675,True
268,326,849.63,2025-02-08 22:07:33.105282,False
659,57,62.65,2024-09-19 17:57:32.017442,False
988,190,858.0,2025-01-20 11:40:08.740820,False
6,579,347.88,2025-07-12 14:37:39.546835,False
61,439,58.61,2024-11-08 13:48:51.010940,False
471,286,775.45,2025-03-21 07:40:12.157961,False
56,909,56.94,2024-10-18 05:14:32.384699,False
283,556,332.98,2025-06-29 17:18:58.521160,False
508,884,421.51,2025-01-18 16:05:55.087607,False
468,934,507.87,2024-09-03 16:23:20.912261,False
34,205,232.88,2024-12-02 09:54:46.471874,False
185,400,585.6,2024-11-08 00:10:15.999224,True
393,228,533.53,2025-07-04 02:04:42.237176,True
132,314,769.28,2025-02-04 07:23:34.090895,False
881,375,651.61,2025-02-25 23:24:41.247938,False
549,362,728.41,2025-07-14 04:17:49.888764,True
960,308,349.56,2025-05-15 08:04:31.808477,False
191,82,742.71,2025-06-24 18:17:32.876791,False
68,282,895.68,2025-01-10 03:07:21.858626,True
765,958,975.45,2025-07-17 07:19:11.897881,True
361,927,367.97,2025-03-01 03:18:39.632599,True
662,288,207.64,2024-09-26 20:59:22.516945,False
367,314,935.4,2025-01-17 15:52:27.152024,True
695,295,217.5,2024-09-08 06:11:09.905128,False
837,759,665.71,2025-06-08 14:07:52.431474,False
124,52,146.44,2025-07-20 21:06:57.418938,False
187,62,208.75,2025-03-28 16:53:33.100024,False
353,64,269.67,2024-09-14 20:48:29.214128,False
611,469,772.83,2025-05-20 14:00:43.405713,False
380,460,73.47,2025-01-27 23:22:14.468662,False
627,420,540.82,2024-09-21 20:18:04.222892,False
532,66,162.93,2025-05-15 22:53:34.688015,False
498,298,455.35,2025-02-05 20:36:26.954676,False
904,142,758.67,2025-03-22 13:54:56.846678,False
767,731,810.68,2025-01-03 06:29:26.164485,False
355,133,548.8,2024-08-19 18:16:33.079164,False
141,788,27.98,2025-01-05 16:18:37.903490,False
29,160,731.03,2025-07-02 15:00:55.029589,False
171,763,638.23,2025-05-21 21:43:30.687237,False
202,1000,382.27,2024-08-06 03:10:27.777918,True
622,991,780.41,2024-11-30 02:08:21.663994,True
586,939,117.54,2024-11-17 01:23:12.160314,True
923,323,960.83,2025-06-29 16:32:39.261973,True
534,4,118.03,2024-08-15 09:37:31.502180,False
400,224,68.13,2025-04-14 12:47:59.940395,False
492,762,974.37,2025-06-07 07:12:43.496251,True
614,151,844.1,2025-01-27 15:09:52.756809,False
319,589,36.27,2024-08-26 05:11:21.276157,False
150,416,739.63,2025-05-22 12:02:02.206304,False
318,511,386.91,2025-07-10 23:51:33.938345,False
574,907,592.96,2025-07-07 18:10:04.422236,False
718,34,139.36,2024-11-14 22:42:11.055337,False
552,554,476.02,2025-03-09 23:55:53.087394,False
618,550,330.17,2024-08-23 16:35:02.057745,False
210,685,130.68,2025-01-18 05:09:31.313583,False
652,20,611.35,2024-11-05 07:41:49.596767,False
729,985,149.38,2025-05-31 10:35:21.447291,False
868,748,350.53,2024-11-10 14:28:39.909058,False
54,36,236.61,2025-02-03 15:25:39.520731,False
512,599,501.6,2025-04-22 18:08:25.176713,False
180,494,137.47,2025-03-24 06:47:38.561720,False
12,794,9.63,2025-04-20 21:50:47.618715,False
110,666,760.65,2025-03-20 03:04:26.768370,True
757,559,37.75,2024-08-21 14:54:42.791771,False
107,322,658.55,2024-08-27 22:01:31.664221,False
401,299,46.27,2025-03-28 09:46:52.372559,False
706,539,611.73,2024-11-20 23:44:00.276209,False
169,182,463.95,2024-12-24 21:46:30.711013,False
347,169,269.44,2025-02-08 03:50:18.924548,True
831,297,738.22,2024-12-09 22:59:26.021854,False
860,658,899.18,2025-01-26 20:49:02.263826,False
142,290,181.5,2025-04-06 17:35:56.836355,False
990,244,668.26,2025-07-22 23:59:27.053338,False
718,596,661.29,2025-06-21 17:55:55.756822,False
729,67,85.87,2025-02-21 06:13:52.021666,False
332,748,679.18,2024-10-10 02:17:45.102323,True
261,119,165.03,2025-02-05 01:54:23.568151,True
633,475,538.49,2025-06-27 07:10:47.455439,False
784,251,492.75,2025-03-12 05:22:16.443798,False
79,524,867.76,2024-08-22 18:34:12.606302,False
96,41,793.36,2025-05-09 02:00:43.136454,True
270,519,199.61,2024-12-08 21:45:25.145218,False
324,851,891.73,2024-09-08 02:37:49.275933,True
676,305,62.17,2024-10-08 17:55:15.076385,False
194,239,149.09,2024-11-26 09:19:07.054738,False
890,371,342.52,2025-05-23 14:26:44.148408,False
344,577,655.2,2024-12-18 06:07:47.522531,False
243,182,85.23,2025-07-31 01:10:12.924696,True
632,245,530.58,2025-08-05 02:26:22.231902,True
588,776,583.36,2025-01-07 12:00:01.743138,False
989,129,707.96,2024-09-07 19:44:12.920121,False
669,782,632.79,2024-11-14 06:14:45.396309,False
688,261,67.09,2024-12-31 15:03:34.425824,False
862,275,261.74,2025-05-12 18:07:50.344665,False
149,863,392.1,2025-06-08 01:23:18.651473,True
69,741,945.7,2025-06-06 13:27:33.340632,True
450,40,327.64,2025-02-12 20:52:45.852836,False
486,876,482.32,2025-01-31 07:30:31.297658,False
1,908,296.57,2024-11-18 23:37:42.132190,False
760,137,43.56,2024-10-09 06:51:22.288706,False
296,784,175.5,2025-04-26 19:56:05.337595,False
708,700,922.71,2024-11-09 12:00:00.343690,True
388,845,107.31,2024-11-11 23:37:35.802623,False
19,863,443.14,2025-07-12 17:19:27.899610,False
908,623,58.3,2025-05-12 18:04:03.709022,False
343,248,592.41,2025-01-01 04:51:55.742596,True
783,420,596.03,2024-09-15 09:56:26.053258,False
27,508,211.55,2025-05-06 23:09:16.979056,False
269,540,242.35,2025-01-20 14:35:16.942736,False
207,16,147.86,2025-06-08 12:40:30.140254,False
58,844,388.72,2024-09-29 03:46:16.656006,True
232,689,46.01,2024-08-20 18:59:40.058169,False
813,967,95.39,2025-03-20 07:09:35.791473,False
909,1002,72.45,2024-10-19 15:08:00.243331,False
316,237,837.58,2024-09-12 00:35:11.021806,True
578,318,750.21,2025-04-05 10:07:06.013955,False
935,888,758.15,2025-02-20 18:27:56.557010,False
208,504,119.48,2025-03-29 00:50:33.780094,True
203,191,58.18,2024-10-17 20:07:27.262292,False
908,278,459.9,2025-03-21 02:43:05.700677,False
680,751,796.38,2025-05-15 09:52:17.919963,False
278,985,360.53,2025-02-09 05:04:14.471562,False
953,313,197.86,2025-05-07 02:34:37.947187,True
514,860,975.45,2024-09-29 07:03:09.541459,True
404,52,559.54,2025-07-11 17:02:53.965112,False
511,89,891.76,2024-10-01 06:01:29.405521,False
425,859,365.58,2025-05-05 12:03:07.562709,False
230,142,567.8,2025-07-08 19:38:43.055389,False
122,461,389.77,2024-12-21 22:06:44.603632,False
327,153,414.9,2025-06-15 15:35:49.485179,False
931,85,388.9,2025-05-10 04:54:13.456134,True
498,609,467.83,2024-10-03 18:49:01.685472,False
79,75,531.25,2025-04-10 04:28:56.544496,True
49,148,216.07,2025-04-12 03:11:00.442723,True
813,490,388.78,2024-12-23 17:13:23.610680,False
242,267,269.58,2025-02-18 15:41:40.050164,False
183,525,226.51,2025-06-29 05:18:58.525357,False
818,230,393.8,2024-11-14 23:18:46.894422,False
840,631,358.22,2025-07-19 15:44:15.517118,False
606,656,979.85,2024-09-03 23:53:57.083530,True
262,676,296.77,2025-05-27 10:53:31.139421,False
781,663,385.29,2024-10-25 08:20:49.823867,False
344,351,402.64,2025-07-01 20:16:45.462394,False
419,13,70.95,2025-04-03 20:54:02.471919,False
411,543,948.07,2024-11-04 14:36:26.422201,True
502,459,414.99,2025-05-08 00:25:12.106472,True
246,113,121.69,2025-01-21 16:31:13.742573,False
591,101,158.36,2024-11-13 22:12:26.266254,False
866,1001,115.77,2025-03-09 11:31:16.075572,False
640,103,29.61,2024-10-25 09:40:35.477536,False
783,512,673.0,2024-09-08 15:53:55.323102,False
476,454,31.82,2024-09-14 04:26:09.277333,True
957,684,379.0,2025-01-15 09:02:04.841225,False
589,697,728.04,2025-07-20 04:59:34.104002,True
312,154,757.69,2025-01-25 22:03:50.196433,False
326,931,865.66,2025-07-05 22:26:19.362522,False
920,546,361.38,2024-08-23 18:23:45.868181,False
472,200,736.3,2024-11-04 17:27:36.591747,False
326,325,17.53,2024-12-23 22:16:55.841937,False
452,596,117.62,2025-05-03 16:43:13.741641,False
836,114,5.54,2025-06-20 15:57:13.706435,False
418,401,151.34,2025-03-16 21:10:12.847442,False
999,149,627.18,2024-09-29 15:57:12.979810,False
74,374,146.34,2025-05-05 18:57:00.428784,False
101,451,889.33,2024-11-07 18:47:10.195012,False
715,207,71.69,2024-12-23 02:38:37.553084,True
434,418,457.52,2025-07-13 17:15:29.721488,False
614,908,716.31,2024-09-07 19:49:50.916820,False
665,629,452.9,2024-11-03 13:58:59.972788,False
5,906,49.59,2025-03-28 13:14:13.909178,False
630,655,81.46,2024-09-25 01:36:13.673369,True
934,896,512.86,2024-09-06 14:45:19.477770,False
289,152,78.84,2025-03-15 07:28:49.488634,False
486,124,909.24,2025-06-26 15:31:19.436707,True
315,609,172.6,2024-09-17 05:12:21.139666,False
239,312,588.94,2025-08-01 02:12:37.815263,True
1001,18,129.31,2025-01-23 21:13:57.542424,False
322,691,726.57,2025-02-26 09:25:17.570248,False
124,665,427.11,2025-01-20 12:53:49.231370,False
121,217,92.65,2025-07-21 05:05:53.400210,False
1,828,368.13,2024-12-16 05:07:14.634768,False
279,435,776.23,2025-04-24 00:27:21.406868,True
825,1002,92.54,2025-02-01 12:40:00.881579,False
344,771,30.56,2025-03-12 15:58:17.558191,False
148,867,15.37,2024-09-29 16:05:47.544216,False
151,61,286.62,2025-01-18 19:37:58.132535,False
380,126,268.97,2025-06-14 19:44:23.465547,False
628,888,217.47,2025-02-06 00:07:12.317990,True
406,927,223.13,2025-03-28 02:43:28.186171,True
943,782,719.52,2025-06-17 20:06:01.054509,False
246,54,603.21,2025-02-05 15:51:42.314941,False
232,693,310.06,2025-03-30 15:12:17.163765,False
757,524,695.59,2024-08-27 00:15:42.073180,False
592,402,908.75,2025-01-22 06:23:32.891371,True
942,167,146.01,2025-05-25 12:26:39.914664,False
243,219,219.84,2025-05-25 13:15:34.023539,False
849,688,582.06,2025-03-15 21:00:17.451380,False
518,286,537.64,2024-09-13 05:26:16.423630,False
904,746,920.87,2025-02-16 23:33:50.964675,True
261,929,265.39,2024-09-17 21:15:33.953190,False
26,606,730.91,2024-11-05 18:43:18.404189,False
112,121,897.69,2025-03-01 17:00:43.950101,False
168,750,519.04,2025-05-06 15:40:43.216712,False
572,714,374.59,2025-07-06 16:42:34.913458,False
752,155,116.56,2024-12-28 11:22:24.057536,False
879,774,756.62,2025-01-08 19:10:37.508707,False
506,859,71.59,2024-11-19 14:46:01.172084,False
1002,417,985.21,2024-09-07 22:14:36.079793,True
62,127,98.42,2025-04-09 20:22:51.119838,False
653,552,875.52,2025-05-28 08:23:52.134305,False
733,755,190.19,2024-09-26 21:48:34.605090,False
146,970,327.67,2025-02-07 09:12:25.521325,False
527,896,993.89,2025-06-18 23:40:00.427947,True
630,916,202.79,2024-10-15 03:37:06.787015,True
209,160,497.36,2024-11-26 13:08:53.890837,False
296,144,84.92,2025-06-29 09:46:24.706002,False
527,116,355.45,2024-11-13 20:49:22.362082,False
530,542,164.22,2024-10-26 21:20:25.699702,False
264,609,408.9,2025-03-24 22:42:34.934486,False
181,434,812.08,2025-06-20 08:53:31.849114,False
279,761,750.96,2025-03-15 03:13:40.181996,True
566,491,350.19,2025-07-15 15:48:33.238326,False
183,280,852.96,2025-07-10 17:47:57.063811,False
749,334,288.57,2025-07-02 18:52:51.313195,False
648,775,839.61,2024-10-30 04:26:06.176665,True
745,948,894.9,2024-12-20 23:50:51.081748,False
864,861,22.25,2025-06-12 19:15:27.851264,False
179,148,458.65,2024-09-29 06:34:12.518074,False
555,593,988.41,2025-03-30 02:55:29.686199,True
786,256,196.72,2024-11-11 23:26:26.603071,False
182,817,447.54,2025-04-23 08:55:22.821758,False
209,965,521.76,2025-04-03 09:05:34.789052,False
247,711,949.72,2024-11-19 06:43:57.575988,True
571,71,175.39,2025-01-07 05:49:03.923176,False
987,729,964.31,2024-11-05 05:16:01.584857,True
511,373,252.68,2024-12-17 11:43:22.796166,False
403,28,383.51,2025-05-22 01:18:21.606432,True
851,504,9.89,2024-09-08 10:44:28.917560,False
781,939,947.76,2024-12-20 06:33:02.968298,True
895,840,628.01,2025-02-18 23:45:10.849272,False
650,91,768.42,2024-09-01 16:39:23.291707,False
19,111,594.51,2024-09-19 02:09:03.978325,True
146,653,232.64,2025-02-14 21:21:24.137339,False
511,233,211.17,2025-07-12 19:57:23.918143,False
472,581,975.78,2024-09-27 09:56:56.001168,True
180,585,28.71,2024-11-23 01:37:23.204953,True
690,870,943.92,2024-08-15 10:43:24.183118,True
194,166,335.75,2024-10-01 09:58:17.619899,False
774,349,407.41,2024-09-30 21:00:56.088068,False
226,819,373.76,2024-12-11 11:17:58.652379,False
196,46,618.73,2025-05-16 22:55:49.167946,False
910,635,931.1,2024-09-01 13:24:22.603731,True
343,579,273.31,2025-07-22 03:33:03.588018,True
15,425,583.28,2024-10-09 08:42:44.389665,False
789,262,223.81,2025-06-07 00:39:21.183783,True
564,229,448.28,2025-03-05 07:49:40.375620,False
25,769,840.74,2025-01-24 07:20:49.042736,False
941,242,455.89,2024-12-12 15:16:16.310929,False
855,712,656.17,2025-06-01 03:53:22.263411,True
516,721,272.94,2025-07-16 04:25:24.420611,True
549,616,178.69,2025-06-01 18:11:46.511673,False
513,649,564.86,2025-03-21 00:19:43.036199,True
741,141,655.47,2025-07-22 10:08:47.865886,False
691,971,575.12,2024-10-23 13:35:27.795823,False
740,97,419.46,2025-02-12 00:23:07.219026,True
791,319,714.83,2024-10-09 23:39:52.733460,False
422,180,841.9,2024-08-20 03:23:37.174717,True
